"SMPNumber"	"SMPTypeName"	"SMPNewVegetatedArea"	"SMPFootPrint"	"InfiltrationTypeName"	"SystemStorageVolume"	"StormSizeManaged"	"SystemContributingImperviousArea"	"ProjectName"	"ConstructionCompletedDate"	"CAPITStatus"
"289-11-1"	"Other"	0	0	"Infiltration"	0	0	0	"Sepviva St from Susquehanna Ave to Dauphin St"	2010-01-27	"Closed"
"289-12-1"	"Other"	0	0	"Infiltration"	0	0	0	"Sepviva St from Susquehanna Ave to Dauphin St"	2010-01-27	"Closed"
"289-13-1"	"Other"	0	0	"Infiltration"	0	0	0	"Sepviva St from Susquehanna Ave to Dauphin St"	2010-01-27	"Closed"
"289-14-1"	"Other"	0	0	"Infiltration"	0	0	0	"Sepviva St from Susquehanna Ave to Dauphin St"	2010-01-27	"Closed"
"289-15-1"	"Other"	0	0	"Infiltration"	0	0	0	"Sepviva St from Susquehanna Ave to Dauphin St"	2010-01-27	"Closed"
"289-16-1"	"Other"	0	0	"Infiltration"	0	0	0	"Sepviva St from Susquehanna Ave to Dauphin St"	2010-01-27	"Closed"
"289-17-1"	"Other"	0	0	"Infiltration"	0	0	0	"Sepviva St from Susquehanna Ave to Dauphin St"	2010-01-27	"Closed"
"289-18-1"	"Other"	0	0	"Infiltration"	0	0	0	"Sepviva St from Susquehanna Ave to Dauphin St"	2010-01-27	"Closed"
"292-1-1"	"Infiltration/Storage Trench"	0	2000	"Infiltration"	3000	1.55145664540596	23204	"Benjamin Franklin Pkwy from 16th St to 19th St"	NA	"NTP"
"292-2-1"	"Stormwater Tree Trench"	0	1147.5	"Infiltration"	1721.25	1.83274179236912	11270	"Benjamin Franklin Pkwy from 16th St to 19th St"	NA	"NTP"
"292-3-1"	"Infiltration/Storage Trench"	0	1001	"Infiltration"	1501.5	1.82460759493671	9875	"Benjamin Franklin Pkwy from 16th St to 19th St"	NA	"NTP"
"292-4-1"	"Infiltration/Storage Trench"	0	787.5	"Detention/Slow Release"	1181.25	1.87897667020148	7544	"Benjamin Franklin Pkwy from 16th St to 19th St"	NA	"NTP"
"292-5-1"	"Infiltration/Storage Trench"	0	1450	"Detention/Slow Release"	2175	1.36306663881345	19148	"Benjamin Franklin Pkwy from 16th St to 19th St"	NA	"NTP"
"292-6-1"	"Infiltration/Storage Trench"	0	1440	"Infiltration"	2160	1.2927036058052	20051	"Benjamin Franklin Pkwy from 16th St to 19th St"	NA	"NTP"
"296-1-1"	"Stormwater Tree Trench"	0	1037	"Detention/Slow Release"	726	1.05702499393351	8242	"Poplar St from 8th St to Franklin St"	2013-04-23	"Construction Complete"
"301-1-1"	"Pervious Paving"	0	2520	"Infiltration"	916	1.70392187257789	6451	"Dauphin from Frankford to Tulip"	NA	"NTP"
"301-2-1"	"Pervious Paving"	0	0	"Infiltration"	780	1.93628465039305	4834	"Dauphin from Frankford to Tulip"	NA	"NTP"
"301-3-1"	"Stormwater Tree Trench"	0	952	"Infiltration"	1249	1.57057529078906	9543	"Dauphin from Frankford to Tulip"	NA	"NTP"
"301-4-1"	"Pervious Paving"	0	4820	"Infiltration"	1598	2.0043900909376	9567	"Dauphin from Frankford to Tulip"	NA	"NTP"
"305-1-1"	"Stormwater Tree Trench"	0	900	"Detention/Slow Release"	1089	1.08151949019283	12083	"Federal St, Wharton St, Columbus Square"	NA	"In Projects Control"
"305-2-1"	"Infiltration/Storage Trench"	0	700	"Detention/Slow Release"	919	1.29725914598283	8501	"Federal St, Wharton St, Columbus Square"	NA	"In Projects Control"
"306-1-1"	"Stormwater Tree Trench"	0	462	"Detention/Slow Release"	559	1.18746680828465	5649	"Ontario St from A St to 6th St"	NA	"In Projects Control"
"306-2-1"	"Stormwater Tree Trench"	0	340	"Infiltration"	517	1.38854073410922	4468	"Ontario St from A St to 6th St"	NA	"In Projects Control"
"306-3-1"	"Stormwater Tree Trench"	0	848	"Infiltration"	1133	1.38734693877551	9800	"Ontario St from A St to 6th St"	NA	"In Projects Control"
"306-4-1"	"Stormwater Tree Trench"	0	1115	"Detention/Slow Release"	1067	0.94133215703573	13602	"Ontario St from A St to 6th St"	NA	"In Projects Control"
"306-5-1"	"Stormwater Tree Trench"	0	609	"Infiltration"	891	1.39782978167081	7649	"Ontario St from A St to 6th St"	NA	"In Projects Control"
"310-1-1"	"Rain Garden"	2516	2516	"Infiltration"	3973	1.35143715630138	35278	"Eadom Parking Lot"	NA	"Closed"
"310-2-1"	"Rain Garden"	1651	1651	"Infiltration"	1949	1.56735022114998	14922	"Eadom Parking Lot"	NA	"Closed"
"310-3-1"	"Rain Garden"	570	570	"Infiltration"	895	2.49651324965133	4302	"Eadom Parking Lot"	NA	"Closed"
"310-4-1"	"Rain Garden"	285	285	"Infiltration"	448	10.0485981308411	535	"Eadom Parking Lot"	NA	"Closed"
"310-5-1"	"Rain Garden"	2272	2272	"Infiltration"	3151	1.52856045599709	24737	"Eadom Parking Lot"	NA	"Closed"
"310-6-1"	"Rain Garden"	1651	1651	"Infiltration"	1289	2.55542706096151	6053	"Eadom Parking Lot"	NA	"Closed"
"312-1-1"	"Stormwater Tree Trench"	0	959	"Infiltration"	1125	1.14649681528662	11775	"10th St and Jefferson St (Dendy Recreation Center)"	2013-04-23	"Construction Complete"
"312-2-1"	"Stormwater Tree Trench"	0	815	"Detention/Slow Release"	1125	1.09916951636541	12282	"10th St and Jefferson St (Dendy Recreation Center)"	2013-04-23	"Construction Complete"
"313-1-1"	"Stormwater Planter"	64	64	"Infiltration"	1452	1.45442404006678	11980	"Passyunk Ave from Dickinson St To Reed St"	2013-09-17	"Closed"
"313-1-2"	"Infiltration/Storage Trench"	0	900	"Infiltration"	1452	1.45442404006678	11980	"Passyunk Ave from Dickinson St To Reed St"	2013-09-17	"Closed"
"322-1-1"	"Stormwater Tree Trench"	0	638	"Detention/Slow Release"	944	1.52504038772213	7428	"Haverford Triangle"	NA	"Design 70 percent Complete"
"322-2-1"	"Rain Garden"	3090	1994	"Detention/Slow Release"	2657	1.16335242821177	27407	"Haverford Triangle"	NA	"Design 70 percent Complete"
"322-2-2"	"Rain Garden"	1680	443	"Detention/Slow Release"	2657	1.16335242821177	27407	"Haverford Triangle"	NA	"Design 70 percent Complete"
"322-3-1"	"Swale"	0	955	"Infiltration"	1346	1.05956441878772	15244	"Haverford Triangle"	NA	"Design 70 percent Complete"
"322-3-2"	"Stormwater Tree Trench"	0	1521	"Infiltration"	1346	1.05956441878772	15244	"Haverford Triangle"	NA	"Design 70 percent Complete"
"322-3-3"	"Rain Garden"	0	54	"Infiltration"	1346	1.05956441878772	15244	"Haverford Triangle"	NA	"Design 70 percent Complete"
"324-1-1"	"Stormwater Tree Trench"	0	735	"Infiltration"	593	1.02683982683983	6930	"Earl St (Hetzell Playground)"	2011-11-05	"Closed"
"325-1-1"	"Stormwater Tree Trench"	0	978	"Infiltration"	817	1.04732400384574	9361	"8th St"	2011-11-05	"Closed"
"326-1-1"	"Stormwater Tree Trench"	0	757	"Infiltration"	818	1.03588011819333	9476	"Front St"	2011-11-05	"Closed"
"327-1-1"	"Stormwater Tree Trench"	0	1020	"Infiltration"	806	1.02653364466143	9422	"9th St"	2011-11-05	"Closed"
"329-1-1"	"Pervious Paving"	0	4620	"Infiltration"	1155	1.5035799522673	9218	"Hope St from Master to Jefferson"	NA	"NTP"
"331-1-1"	"Pervious Paving"	0	5093	"Infiltration"	1274	1.45738798856053	10490	"Hope St from Berks to Norris"	NA	"NTP"
"342-1-1"	"Stormwater Tree Trench"	0	1134	"Infiltration"	1075	1.02887222842559	12538	"Diamond St"	2011-11-05	"Closed"
"366-1-1"	"Rain Garden"	1607	859	"Infiltration"	776	1.25684977729788	7409	"Philadelphia Zoo"	2013-05-29	"Closed"
"366-2-1"	"Rain Garden"	1261	488	"Infiltration"	696	0.959228207189618	8707	"Philadelphia Zoo"	2013-05-29	"Closed"
"366-2-2"	"Infiltration/Storage Trench"	0	180	"Infiltration"	696	0.959228207189618	8707	"Philadelphia Zoo"	2013-05-29	"Closed"
"366-3-1"	"Rain Garden"	1358	400	"Infiltration"	365	1.54008438818565	2844	"Philadelphia Zoo"	2013-05-29	"Closed"
"366-4-1"	"Rain Garden"	1178	707	"Infiltration"	715	1.00023315458149	8578	"Philadelphia Zoo"	2013-05-29	"Closed"
"366-5-1"	"Rain Garden"	1299	449	"Infiltration"	413	1.01870503597122	4865	"Philadelphia Zoo"	2013-05-29	"Closed"
"366-6-1"	"Rain Garden"	1515	514	"Infiltration"	505	0.998846217240811	6067	"Philadelphia Zoo"	2013-05-29	"Closed"
"366-7-1"	"Rain Garden"	1043	411	"Detention/Slow Release"	849	1.6628039823731	6127	"Philadelphia Zoo"	2013-05-29	"Closed"
"366-7-2"	"Infiltration/Storage Trench"	0	320	"Detention/Slow Release"	849	1.6628039823731	6127	"Philadelphia Zoo"	2013-05-29	"Closed"
"366-8-1"	"Infiltration/Storage Trench"	0	503	"Infiltration"	634	1.81358760429082	4195	"Philadelphia Zoo"	2013-05-29	"Closed"
"366-9-1"	"Infiltration/Storage Trench"	0	659	"Infiltration"	696	1.75204531151668	4767	"Philadelphia Zoo"	2013-05-29	"Closed"
"366-10-1"	"Stormwater Planter"	115	115	"Infiltration"	698	1.67052253689669	5014	"Philadelphia Zoo"	2013-05-29	"Closed"
"366-10-2"	"Infiltration/Storage Trench"	0	260	"Infiltration"	698	1.67052253689669	5014	"Philadelphia Zoo"	2013-05-29	"Closed"
"366-10-3"	"Infiltration/Storage Trench"	0	212	"Infiltration"	698	1.67052253689669	5014	"Philadelphia Zoo"	2013-05-29	"Closed"
"367-1-1"	"Rain Garden"	449	449	"Detention/Slow Release"	6252.5	2.02166356802199	37113	"Panati Playground"	NA	"NTP"
"367-1-2"	"Rain Garden"	426	426	"Detention/Slow Release"	6252.5	2.02166356802199	37113	"Panati Playground"	NA	"NTP"
"367-1-3"	"Rain Garden"	467	467	"Detention/Slow Release"	6252.5	2.02166356802199	37113	"Panati Playground"	NA	"NTP"
"367-1-4"	"Infiltration/Storage Trench"	0	1798	"Detention/Slow Release"	6252.5	2.02166356802199	37113	"Panati Playground"	NA	"NTP"
"392-1-1"	"Stormwater Tree Trench"	0	3049	"Detention/Slow Release"	3275	1.09644839996652	35843	"73rd and Grays"	NA	"NTP"
"392-2-1"	"Stormwater Tree Trench"	0	2905	"Detention/Slow Release"	3189	1.00822004426178	37956	"73rd and Grays"	NA	"NTP"
"393-1-1"	"Rain Garden"	3721	3721	"Detention/Slow Release"	4901	1.50272121010808	39137	"72nd, Buist, 71st, Dicks (Elmwood Park)"	NA	"NTP"
"393-1-2"	"Infiltration/Storage Trench"	0	2070	"Detention/Slow Release"	4901	1.50272121010808	39137	"72nd, Buist, 71st, Dicks (Elmwood Park)"	NA	"NTP"
"393-2-1"	"Stormwater Tree Trench"	0	1260	"Detention/Slow Release"	1485	1.10841574920694	16077	"72nd, Buist, 71st, Dicks (Elmwood Park)"	NA	"NTP"
"393-3-1"	"Stormwater Tree Trench"	0	2994	"Detention/Slow Release"	3391	1.16924314694558	34802	"72nd, Buist, 71st, Dicks (Elmwood Park)"	NA	"NTP"
"393-3-2"	"Rain Garden"	1267	1267	"Detention/Slow Release"	3391	1.16924314694558	34802	"72nd, Buist, 71st, Dicks (Elmwood Park)"	NA	"NTP"
"393-4-1"	"Infiltration/Storage Trench"	0	650	"Detention/Slow Release"	826	1.55384856560589	6379	"72nd, Buist, 71st, Dicks (Elmwood Park)"	NA	"NTP"
"393-5-1"	"Stormwater Tree Trench"	0	3376	"Detention/Slow Release"	3302	1.05340954406487	37615	"72nd, Buist, 71st, Dicks (Elmwood Park)"	NA	"NTP"
"394-1-1"	"Stormwater Tree Trench"	0	819	"Detention/Slow Release"	956	1.13866004962779	10075	"Buist Ave, 70th, Elmwood, Holbrook (Patterson School)"	NA	"NTP"
"394-2-1"	"Stormwater Tree Trench"	0	1999	"Detention/Slow Release"	2455	1.18704166330889	24818	"Buist Ave, 70th, Elmwood, Holbrook (Patterson School)"	NA	"NTP"
"394-3-1"	"Infiltration/Storage Trench"	0	495	"Detention/Slow Release"	664	1.33467336683417	5970	"Buist Ave, 70th, Elmwood, Holbrook (Patterson School)"	NA	"NTP"
"396-1-1"	"Stormwater Tree Trench"	0	2506	"Detention/Slow Release"	2928	1.11056324672862	31638	"Elmwood, 64th, Grays, 65th (Connell Park)"	NA	"NTP"
"396-2-1"	"Stormwater Tree Trench"	0	1140	"Detention/Slow Release"	1362	1.03456133687809	15798	"Elmwood, 64th, Grays, 65th (Connell Park)"	NA	"NTP"
"396-3-1"	"Stormwater Tree Trench"	0	1838	"Detention/Slow Release"	2214	1.13359218329991	23437	"Elmwood, 64th, Grays, 65th (Connell Park)"	NA	"NTP"
"397-1-1"	"Stormwater Tree Trench"	0	2345	"Detention/Slow Release"	2581	0.958114211470643	32326	"Buist, 63rd, Chelwynde, 64th (Mother Mary of Peace School)"	NA	"NTP"
"397-2-1"	"Stormwater Tree Trench"	0	1070	"Infiltration"	1659	1.16475544114205	17092	"Buist, 63rd, Chelwynde, 64th (Mother Mary of Peace School)"	NA	"NTP"
"398-1-1"	"Stormwater Tree Trench"	0	7942	"Detention/Slow Release"	8390	1.05971138968708	95007	"St. James Episcopal Church of Kingesessing"	NA	"NTP"
"398-2-1"	"Stormwater Tree Trench"	0	2142	"Detention/Slow Release"	2802	1.19794784095767	28068	"St. James Episcopal Church of Kingesessing"	NA	"NTP"
"403-1-1"	"Swale"	1800	1800	"Infiltration"	3292	1.68856593289164	23395	"George W. Nebinger School"	2013-09-08	"Construction Complete"
"403-1-2"	"Pervious Paving"	0	710	"Infiltration"	3292	1.68856593289164	23395	"George W. Nebinger School"	2013-09-08	"Construction Complete"
"403-1-3"	"Infiltration/Storage Trench"	0	1760	"Infiltration"	3292	1.68856593289164	23395	"George W. Nebinger School"	2013-09-08	"Construction Complete"
"403-1-4"	"Rain Garden"	3285	3285	"Infiltration"	3292	1.68856593289164	23395	"George W. Nebinger School"	2013-09-08	"Construction Complete"
"403-2-1"	"Infiltration/Storage Trench"	0	2204	"Detention/Slow Release"	3438	1.76157130657558	23420	"George W. Nebinger School"	2013-09-08	"Construction Complete"
"403-2-2"	"Pervious Paving"	0	82	"Detention/Slow Release"	3438	1.76157130657558	23420	"George W. Nebinger School"	2013-09-08	"Construction Complete"
"417-1-1"	"Rain Garden"	6772	2439	"Detention/Slow Release"	2566	2.49529983792545	12340	"Stenton Avenue and Washington Lane, NE Intersection"	2014-07-08	"Construction Complete"
"439-1-1"	"Stormwater Tree Trench"	NA	NA	"Infiltration"	2442.5	1.77744087325652	16490	"Park Ave"	NA	"Design 70 percent Complete"
"441-1-1"	"Infiltration/Storage Trench"	0	0	"Infiltration"	480	0.364556962025316	15800	"Rockland St"	2011-04-08	"Closed"
"441-2-1"	"Infiltration/Storage Trench"	0	0	"Infiltration"	3391	0.456444195176669	89150	"Rockland St"	2011-04-08	"Closed"
"441-3-1"	"Infiltration/Storage Trench"	0	0	"Infiltration"	1902	0.308849797023004	73900	"Rockland St"	2011-04-08	"Closed"
"441-4-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-5-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-6-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-7-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-8-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-9-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-10-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-11-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-12-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-13-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-14-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-15-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-16-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-17-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-18-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-19-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-20-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-21-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-22-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-23-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-24-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-25-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-26-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-27-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-28-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-29-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-30-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-31-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-32-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-33-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-34-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-35-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-36-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-37-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-38-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-39-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-40-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-41-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-42-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-43-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-44-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"441-45-1"	"Other"	0	0	"Infiltration"	0	0	0	"Rockland St"	2011-04-08	"Closed"
"445-1-1"	"Pervious Paving"	0	46106	"Infiltration"	9221	2.39994794603739	46106	"Southwest Treatment Plant Parking Lot"	2014-04-13	"Closed"
"445-1-2"	"Rain Garden"	11115	11115	"Infiltration"	9221	2.39994794603739	46106	"Southwest Treatment Plant Parking Lot"	2014-04-13	"Closed"
"470-1-1"	"Stormwater Tree Trench"	0	1076	"Infiltration"	1392	1.02800172318297	16249	"Woodland Ave (Tiger III)"	NA	"NTP"
"470-2-1"	"Stormwater Tree Trench"	0	478	"Detention/Slow Release"	650	0.82261126344653	9482	"Woodland Ave (Tiger III)"	NA	"NTP"
"470-3-1"	"Stormwater Tree Trench"	0	1835.3	"Detention/Slow Release"	2189	0.960087719298246	27360	"Woodland Ave (Tiger III)"	NA	"NTP"
"470-4-1"	"Stormwater Tree Trench"	0	531.61	"Detention/Slow Release"	685	0.970254957507082	8472	"Woodland Ave (Tiger III)"	NA	"NTP"
"471-1-1"	"Infiltration/Storage Trench"	0	1490	"Detention/Slow Release"	2501	1.48126943388776	20261	"Bustleton Ave (Tiger III)"	NA	"NTP"
"479-1-1"	"Rain Garden"	10457	5734	"Detention/Slow Release"	6686	1.46638885842746	54714	"William Dick Elementary"	2014-06-13	"Construction Complete"
"517-1-1"	"Stormwater Tree Trench"	0	618.79	"Detention/Slow Release"	669.46	1.1755223880597	6834	"56th from Greenway to Paschall"	NA	"NTP"
"517-2-1"	"Stormwater Tree Trench"	0	878.79	"Infiltration"	1297.15	1.04883767940166	14841	"56th from Greenway to Paschall"	NA	"NTP"
"524-1-1"	"Pervious Paving"	0	2116	"Infiltration"	2194	5.12317571511967	5139	"Benson Park"	NA	"Bid Awarded"
"524-1-2"	"Stormwater Tree Trench"	0	2116	"Infiltration"	2194	5.12317571511967	5139	"Benson Park"	NA	"Bid Awarded"
"524-2-1"	"Infiltration/Storage Trench"	0	561	"Infiltration"	2620	3.88196073589332	8099	"Benson Park"	NA	"Bid Awarded"
"530-1-1"	"Rain Garden"	950	444	"Detention/Slow Release"	1417	1.50891827136392	11269	"Baker Playground"	NA	"Design 70 percent Complete"
"530-1-2"	"Infiltration/Storage Trench"	0	818	"Detention/Slow Release"	1417	1.50891827136392	11269	"Baker Playground"	NA	"Design 70 percent Complete"
"558-1-1"	"Rain Garden"	0	910	"Detention/Slow Release"	3638	1.51894506106259	28741	"Heston Lot "	NA	"Design 70 percent Complete"
"558-1-2"	"Infiltration/Storage Trench"	0	3685	"Detention/Slow Release"	3638	1.51894506106259	28741	"Heston Lot "	NA	"Design 70 percent Complete"
"574-1-1"	"Infiltration/Storage Trench"	0	2565	"Detention/Slow Release"	2147	1.9	13560	"Ralph Brooks Park"	NA	"In Projects Control"
"574-1-2"	"Rain Garden"	862.8	506.3	"Detention/Slow Release"	2147	1.9	13560	"Ralph Brooks Park"	NA	"In Projects Control"
"584-1-1"	"Stormwater Tree Trench"	0	1045.51	"Detention/Slow Release"	1116.6	1.14787873907415	11673.01	"Ellsworth, 22nd, 20th, 18th"	NA	"In Projects Control"
"584-2-1"	"Stormwater Tree Trench"	0	1059.49	"Detention/Slow Release"	1131.54	1.3670647505482	9932.58	"Ellsworth, 22nd, 20th, 18th"	NA	"In Projects Control"
"584-3-1"	"Stormwater Tree Trench"	0	742.99	"Detention/Slow Release"	1040.19	1.66200378675913	7510.38	"Ellsworth, 22nd, 20th, 18th"	NA	"In Projects Control"
"584-4-1"	"Infiltration/Storage Trench"	0	826.25	"Detention/Slow Release"	1156.75	1.13942784813867	12182.43	"Ellsworth, 22nd, 20th, 18th"	NA	"In Projects Control"
"584-5-1"	"Stormwater Tree Trench"	0	909.35	"Detention/Slow Release"	971.19	1.0641234477721	10952	"Ellsworth, 22nd, 20th, 18th"	NA	"In Projects Control"
"588-1-1"	"Rain Garden"	2750	2750	"Infiltration"	1415	0.950727883538634	17860	"Penn Street Trail"	2013-06-13	"Closed"
"588-2-1"	"Rain Garden"	360	360	"Infiltration"	315	0.981818181818182	3850	"Penn Street Trail"	2013-06-13	"Closed"
"588-2-2"	"Rain Garden"	117	117	"Infiltration"	315	0.981818181818182	3850	"Penn Street Trail"	2013-06-13	"Closed"
"588-2-3"	"Rain Garden"	117	117	"Infiltration"	315	0.981818181818182	3850	"Penn Street Trail"	2013-06-13	"Closed"
"588-2-4"	"Rain Garden"	189	189	"Infiltration"	315	0.981818181818182	3850	"Penn Street Trail"	2013-06-13	"Closed"
"589-1-1"	"Stormwater Basin"	0	1475	"Detention/Slow Release"	1475	1.79658952496955	9852	"Stinger Square"	NA	"In Projects Control"
"589-2-1"	"Rain Garden"	1829	1107	"Detention/Slow Release"	1558	1.08282173056875	17266	"Stinger Square"	NA	"In Projects Control"
"589-2-2"	"Stormwater Basin"	0	1829	"Detention/Slow Release"	1558	1.08282173056875	17266	"Stinger Square"	NA	"In Projects Control"
"597-1-1"	"Infiltration/Storage Trench"	0	291	"Infiltration"	454.5	1.4544	3750	"33rd & Dauphin SEPTA Bus Stop Loop"	2013-07-31	"Closed"
"598-1-1"	"Stormwater Basin"	0	35886	"Infiltration"	69908	18.2571111449651	45949	"Eva & Summit"	2013-05-20	"Construction Complete"
"598-2-1"	"Stormwater Basin"	0	20921	"Infiltration"	44245	17.1514407546195	30956	"Eva & Summit"	2013-05-20	"Construction Complete"
"1011-1-1"	"Stormwater Tree Trench"	216	1975	"Detention/Slow Release"	5925	3.07246877835876	23141	"JFK, 20th to 23rd Street"	NA	"NTP"
"1011-2-1"	"Stormwater Tree Trench"	72	1428	"Detention/Slow Release"	4998	5.61362785473605	10684	"JFK, 20th to 23rd Street"	NA	"NTP"
"1011-3-1"	"Stormwater Basin"	0	983.25	"Detention/Slow Release"	3688	4.49253882854533	9851	"JFK, 20th to 23rd Street"	NA	"NTP"
"1011-4-1"	"Stormwater Tree Trench"	108	855	"Detention/Slow Release"	2778.75	3.41264967761744	9771	"JFK, 20th to 23rd Street"	NA	"NTP"
"1011-5-1"	"Stormwater Basin"	0	893	"Detention/Slow Release"	2679	4.04886649874055	7940	"JFK, 20th to 23rd Street"	NA	"NTP"
"1011-6-1"	"Stormwater Tree Trench"	144	864	"Detention/Slow Release"	3024	4.44433557868953	8165	"JFK, 20th to 23rd Street"	NA	"NTP"
"1011-7-1"	"Stormwater Basin"	0	821.75	"Detention/Slow Release"	2465.25	3.14445153061224	9408	"JFK, 20th to 23rd Street"	NA	"NTP"
"1011-8-1"	"Stormwater Tree Trench"	144	1071	"Detention/Slow Release"	3748.5	3.76198042987371	11957	"JFK, 20th to 23rd Street"	NA	"NTP"
"1011-9-1"	"Stormwater Basin"	0	532	"Detention/Slow Release"	2660	3.75132212950993	8509	"JFK, 20th to 23rd Street"	NA	"NTP"
"1011-10-1"	"Stormwater Basin"	0	759.05	"Detention/Slow Release"	2846.4	3.23791828609347	10549	"JFK, 20th to 23rd Street"	NA	"NTP"
